Province/State,Country/Region,Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,3/16/2020 14:38,-35.4735,149.0124,2,0,0
Australian Capital Territory,Australia,3/16/2020 14:38,-35.4735,149.0124,2,0,0
Michigan,US,3/16/2020 14:38,43.3266,-84.5361,53,0,0
Netherlands,Netherlands,3/16/2020 14:38,52.1326,5.2913,1413,24,2
New South Wales,Australia,3/16/2020 14:38,-33.8688,151.2093,171,2,4
Queensland,Australia,3/16/2020 14:38,-28.0167,153.4,68,0,8
South Australia,Australia,3/16/2020 14:38,-34.9285,138.6007,29,0,3
South Australia,Australia,3/16/2020 14:38,-34.9285,138.6007,29,0,3
Tasmania,Australia,3/16/2020 14:38,-41.4545,145.9707,7,0,0
Tasmania,Australia,3/16/2020 14:38,-41.4545,145.9707,7,0,0
Western Australia,Australia,3/16/2020 14:38,-31.9505,115.8605,28,1,0
,French Guiana,3/16/2020 14:38,3.9339,-53.1258,11,0,0
,Benin,3/16/2020 14:38,9.3077,2.3158,1,0,0
,Liberia,3/16/2020 14:38,6.4281,-9.4295,0,0,0
,Somalia,3/16/2020 14:38,5.1521,46.1996,1,0,0
,French Guiana,3/16/2020 14:38,3.9339,-53.1258,11,0,0
,Benin,3/16/2020 14:38,9.3077,2.3158,1,0,0
,Somalia,3/16/2020 14:38,5.1521,46.1996,1,0,0
,French Guiana,3/16/2020 14:38,3.9339,-53.1258,11,0,0
,French Guiana,3/16/2020 14:38,3.9339,-53.1258,11,0,0
Cayman Islands,United Kingdom,3/16/2020 14:53,19.3133,-81.2546,1,1,0
Cayman Islands,United Kingdom,3/16/2020 14:53,19.3133,-81.2546,1,1,0
Cayman Islands,United Kingdom,3/16/2020 14:53,19.3133,-81.2546,1,1,0
,Vietnam,3/16/2020 14:53,14.0583,108.2772,61,0,16
,Austria,3/16/2020 15:13,47.5162,14.5501,801,2,6
,Qatar,3/16/2020 15:13,25.3548,51.1839,439,0,4
,Qatar,3/16/2020 15:13,25.3548,51.1839,439,0,4
,Jordan,3/16/2020 15:13,30.5852,36.2384,17,0,1
,Malta,3/16/2020 15:33,35.9375,14.3754,30,0,2
,Egypt,3/16/2020 15:53,26.8206,30.8025,150,2,27
,Sri Lanka,3/16/2020 15:53,7.8731,80.7718,28,0,1
Ontario,Canada,3/16/2020 16:13,51.2538,-85.3232,427,5,5
Diamond Princess,US,3/16/2020 16:53,35.4437,139.638,47,0,0
Diamond Princess,US,3/16/2020 16:53,35.4437,139.638,47,0,0
Diamond Princess,US,3/16/2020 16:53,35.4437,139.638,47,0,0
Diamond Princess,US,3/16/2020 16:53,35.4437,139.638,47,0,0
Georgia,US,3/16/2020 16:53,33.0406,-83.6431,121,1,0
Minnesota,US,3/16/2020 16:53,45.6945,-93.9002,54,0,0
,Greenland,3/16/2020 16:53,71.7069,-42.6043,1,0,0
,Greenland,3/16/2020 16:53,71.7069,-42.6043,1,0,0
,Greenland,3/16/2020 16:53,71.7069,-42.6043,1,0,0
Arizona,US,3/16/2020 17:13,33.7298,-111.4312,18,0,1
Arkansas,US,3/16/2020 17:13,34.9697,-92.3731,22,0,0
Arkansas,US,3/16/2020 17:13,34.9697,-92.3731,22,0,0
Grand Princess,US,3/16/2020 17:13,37.6489,-122.6655,20,0,0
Kansas,US,3/16/2020 17:13,38.5266,-96.7265,11,1,0
Missouri,US,3/16/2020 17:13,38.4561,-92.2884,6,0,0
Nebraska,US,3/16/2020 17:13,41.1254,-98.2681,18,0,0
Vermont,US,3/16/2020 17:13,44.0459,-72.7107,12,0,0
Vermont,US,3/16/2020 17:13,44.0459,-72.7107,12,0,0
,Italy,3/16/2020 17:33,41.8719,12.5674,27980,2158,2749
Nova Scotia,Canada,3/16/2020 17:53,44.682,-63.7443,5,0,0
Maine,US,3/16/2020 18:14,44.6939,-69.3819,17,0,0
Oklahoma,US,3/16/2020 18:14,35.5653,-96.9289,10,0,0
Rhode Island,US,3/16/2020 18:14,41.6809,-71.5118,21,0,0
Denmark,Denmark,3/16/2020 18:33,56.2639,9.5018,914,3,1
Kentucky,US,3/16/2020 18:33,37.6681,-84.6701,21,1,1
British Columbia,Canada,3/16/2020 19:13,53.7267,-127.6476,103,4,4
British Columbia,Canada,3/16/2020 19:13,53.7267,-127.6476,103,4,4
Unknown,United Kingdom,3/16/2020 19:13,55.3781,-3.436,1543,2,20
France,France,3/16/2020 20:13,46.2276,2.2137,6633,148,12
,Spain,3/16/2020 20:13,40.4637,-3.7492,9942,342,530
,Germany,3/16/2020 20:13,51.1657,10.4515,7272,17,67
Connecticut,US,3/16/2020 20:13,41.5978,-72.7554,30,0,0
Delaware,US,3/16/2020 20:13,39.3185,-75.5071,8,0,0
Maryland,US,3/16/2020 20:13,39.0639,-76.8021,41,0,3
Nevada,US,3/16/2020 20:13,38.3135,-117.0554,45,1,0
Pennsylvania,US,3/16/2020 20:13,40.5908,-77.2098,77,0,0
Quebec,Canada,3/16/2020 20:13,52.9399,-73.5491,85,0,0
Saskatchewan,Canada,3/16/2020 20:13,52.9399,-106.4509,7,0,0
Saskatchewan,Canada,3/16/2020 20:13,52.9399,-106.4509,7,0,0
South Dakota,US,3/16/2020 20:13,44.2998,-99.4388,10,1,0
Wisconsin,US,3/16/2020 20:13,44.2685,-89.6165,47,0,1
Ohio,US,3/16/2020 20:13,40.3888,-82.7649,50,0,0
,Bahrain,3/16/2020 20:33,26.0667,50.5577,214,1,77
,Norway,3/16/2020 21:13,60.472,8.4689,1333,3,1
,Poland,3/16/2020 21:13,51.9194,19.1451,177,4,13
,Armenia,3/16/2020 21:13,40.0691,45.0382,52,0,0
,Bosnia and Herzegovina,3/16/2020 21:13,43.9159,17.6791,25,0,0
,Ukraine,3/16/2020 21:13,48.3794,31.1656,7,1,0
Massachusetts,US,3/16/2020 21:53,42.2302,-71.5301,197,0,1
New York,US,3/16/2020 21:53,42.1657,-74.9481,967,10,0
Florida,US,3/16/2020 22:13,27.7663,-81.6868,155,5,0
Illinois,US,3/16/2020 22:13,40.3495,-88.9861,105,0,2
Louisiana,US,3/16/2020 22:13,31.1695,-91.8678,136,3,0
New Jersey,US,3/16/2020 22:13,40.2989,-74.521,178,2,1
Tennessee,US,3/16/2020 22:13,35.7478,-86.6923,52,0,0
Virginia,US,3/16/2020 22:13,37.7693,-78.17,49,1,0
Alabama,US,3/16/2020 22:33,32.3182,-86.9023,29,0,0
Indiana,US,3/16/2020 22:33,39.8494,-86.2583,25,1,0
Mississippi,US,3/16/2020 22:33,32.7416,-89.6787,13,0,0
New Hampshire,US,3/16/2020 22:33,43.4525,-71.5639,17,0,0
South Carolina,US,3/16/2020 22:33,33.8569,-80.945,33,1,0
Utah,US,3/16/2020 22:33,40.15,-111.8624,39,0,0
Yunnan,China,3/16/2020 23:53,24.974,101.487,176,2,172
Yunnan,China,3/16/2020 23:53,24.974,101.487,176,2,172
Yunnan,China,3/16/2020 23:53,24.974,101.487,176,2,172
Yunnan,China,3/16/2020 23:53,24.974,101.487,176,2,172
Yunnan,China,3/16/2020 23:53,24.974,101.487,176,2,172
Yunnan,China,3/16/2020 23:53,24.974,101.487,176,2,172
,Czechia,3/16/2020 23:53,49.8175,15.473,298,0,3
California,US,3/16/2020 23:53,36.1162,-119.6816,557,7,6
Colorado,US,3/16/2020 23:53,39.0598,-105.3111,160,1,0
District of Columbia,US,3/16/2020 23:53,38.8974,-77.0268,22,0,0
District of Columbia,US,3/16/2020 23:53,38.8974,-77.0268,22,0,0
Iowa,US,3/16/2020 23:53,42.0115,-93.2105,23,0,0
Iowa,US,3/16/2020 23:53,42.0115,-93.2105,23,0,0
North Carolina,US,3/16/2020 23:53,35.6301,-79.8064,38,0,0
Texas,US,3/16/2020 23:53,31.0545,-97.5635,85,0,0
Washington,US,3/16/2020 23:53,47.4009,-121.4905,904,48,1
Guangxi,China,3/17/2020 0:33,23.8298,108.7881,253,2,248
Shandong,China,3/17/2020 0:33,36.3427,118.1498,761,7,746
Shandong,China,3/17/2020 0:33,36.3427,118.1498,761,7,746
Heilongjiang,China,3/17/2020 1:33,47.862,127.7615,482,13,456
,Tanzania,3/17/2020 1:33,-6.369,34.8888,1,0,0
Guangdong,China,3/17/2020 1:53,23.3417,113.4244,1364,8,1307
Shanghai,China,3/17/2020 2:13,31.202,121.4491,358,3,325
Zhejiang,China,3/17/2020 2:13,29.1832,120.0934,1232,1,1216
Zhejiang,China,3/17/2020 2:13,29.1832,120.0934,1232,1,1216
,Slovakia,3/17/2020 2:13,48.669,19.699,72,0,0
,Uruguay,3/17/2020 2:13,-32.5228,-55.7658,29,0,0
,Rwanda,3/17/2020 2:33,-1.9403,29.8739,7,0,0
Gibraltar,United Kingdom,3/17/2020 2:53,36.1408,-5.3536,3,0,1
,Ireland,3/17/2020 2:53,53.1424,-7.6921,223,2,5
,Bahrain,3/17/2020 3:13,26.0667,50.5577,228,1,81
,Algeria,3/17/2020 3:13,28.0339,1.6596,60,4,12
,Ecuador,3/17/2020 3:13,-1.8312,-78.1834,58,2,0
,Cyprus,3/17/2020 3:13,35.1264,33.4299,40,0,0
,Costa Rica,3/17/2020 3:13,9.7489,-83.7534,41,0,0
Alberta,Canada,3/17/2020 3:13,53.9333,-116.5765,74,0,0
Grand Princess,Canada,3/17/2020 3:13,37.6489,-122.6655,8,0,0
Macau,China,3/17/2020 4:32,22.1667,113.55,12,0,10
,Saint Lucia,3/17/2020 4:32,13.9094,-60.9789,2,0,0
,Saint Lucia,3/17/2020 4:32,13.9094,-60.9789,2,0,0
,Saint Lucia,3/17/2020 4:32,13.9094,-60.9789,2,0,0
,Saint Lucia,3/17/2020 4:32,13.9094,-60.9789,2,0,0
,Saint Lucia,3/17/2020 4:32,13.9094,-60.9789,2,0,0
,Reunion,3/17/2020 7:15,-21.1151,55.5364,9,0,0
French Guiana,France,3/17/2020 7:33,4,-53,7,0,0
Guadeloupe,France,3/17/2020 7:33,16.25,-61.5833,6,0,0
Guizhou,China,3/17/2020 7:33,26.8154,106.8748,147,2,144
,Taiwan*,3/17/2020 8:13,23.7,121,77,1,22
,Dominican Republic,3/17/2020 8:13,18.7357,-70.1627,21,1,0
,Dominican Republic,3/17/2020 8:13,18.7357,-70.1627,21,1,0
Sichuan,China,3/17/2020 8:33,30.6171,102.7103,540,3,520
Hong Kong,China,3/17/2020 10:13,22.3,114.2,162,4,88
Faroe Islands,Denmark,3/17/2020 10:13,61.8926,-6.9118,47,0,0
,"Korea, South",3/17/2020 10:33,35.9078,127.7669,8320,81,1407
,Estonia,3/17/2020 10:33,58.5953,25.0136,225,0,1
,Philippines,3/17/2020 10:33,12.8797,121.774,187,12,5
,Romania,3/17/2020 10:33,45.9432,24.9668,184,0,16
,Thailand,3/17/2020 10:33,15.87,100.9925,177,1,41
,Indonesia,3/17/2020 10:33,-0.7893,113.9213,172,5,8
Beijing,China,3/17/2020 10:53,40.1824,116.4142,456,8,369
Shaanxi,China,3/17/2020 10:53,35.1917,108.8701,246,3,236
,Kuwait,3/17/2020 10:53,29.3117,47.4818,130,0,9
,Lebanon,3/17/2020 10:53,33.8547,35.8623,120,3,3
,Mexico,3/17/2020 10:53,23.6345,-102.5528,82,0,4
,Panama,3/17/2020 10:53,8.538,-80.7821,69,1,0
,Bulgaria,3/17/2020 10:53,42.7339,25.4858,67,2,0
,Croatia,3/17/2020 10:53,45.1,15.2,65,0,4
,Guadeloupe,3/17/2020 10:53,16.265,-61.551,18,0,0
,Martinique,3/17/2020 10:53,14.6415,-61.0242,16,1,0
,Guyana,3/17/2020 10:53,4.8604,-58.9302,7,1,0
,Guyana,3/17/2020 10:53,4.8604,-58.9302,7,1,0
,Guyana,3/17/2020 10:53,4.8604,-58.9302,7,1,0
,Guyana,3/17/2020 10:53,4.8604,-58.9302,7,1,0
,Guyana,3/17/2020 10:53,4.8604,-58.9302,7,1,0
,Serbia,3/17/2020 11:13,44.0165,21.0059,65,0,1
Reunion,France,3/17/2020 11:13,-21.1351,55.2471,9,0,0
,Hungary,3/17/2020 11:13,47.1625,19.5033,50,1,2
,Latvia,3/17/2020 11:13,56.8796,24.6032,49,0,1
,Georgia,3/17/2020 11:13,42.3154,43.3569,34,0,1
,Jordan,3/17/2020 11:13,30.5852,36.2384,34,0,1
,Venezuela,3/17/2020 11:33,6.4238,-66.5897,33,0,0
Cook Islands,New Zealand,3/17/2020 11:53,-21.2367,-159.7777,0,0,0
England,United Kingdom,3/17/2020 11:53,52.3555,-1.1743,0,198,0
Guernsey,United Kingdom,3/17/2020 11:53,49.448196,-2.58949,0,0,0
Hubei,China,3/17/2020 11:53,30.9756,112.2707,67799,3111,56003
Jersey,United Kingdom,3/17/2020 11:53,49.2138,-2.1358,0,0,0
Johor,Malaysia,3/17/2020 11:53,1.4854,103.7618,0,0,0
Kedah,Malaysia,3/17/2020 11:53,6.1184,100.3685,0,0,0
Kelantan,Malaysia,3/17/2020 11:53,6.1254,102.2381,0,0,0
Melaka,Malaysia,3/17/2020 11:53,2.1896,102.2501,0,0,0
Negeri Sembilan,Malaysia,3/17/2020 11:53,2.7258,101.9424,0,0,0
Niue,New Zealand,3/17/2020 11:53,-19.0544,-169.8672,0,0,0
Northern Ireland,United Kingdom,3/17/2020 11:53,54.7877,-6.4923,0,0,0
Pahang,Malaysia,3/17/2020 11:53,3.8126,103.3256,0,0,0
Perak,Malaysia,3/17/2020 11:53,4.5921,101.0901,0,0,0
Perlis,Malaysia,3/17/2020 11:53,6.4449,100.2048,0,0,0
Pitcairn Islands,United Kingdom,3/17/2020 11:53,-24.3768,-128.3242,0,0,0
Pulau Pinang,Malaysia,3/17/2020 11:53,5.4141,100.3288,0,0,0
Sabah,Malaysia,3/17/2020 11:53,5.9788,116.0753,0,0,0
Sarawak,Malaysia,3/17/2020 11:53,1.5533,110.3592,0,0,0
Scotland,United Kingdom,3/17/2020 11:53,56.4907,-4.2026,0,11,0
Selangor,Malaysia,3/17/2020 11:53,3.0738,101.5183,0,0,0
Terengganu,Malaysia,3/17/2020 11:53,5.3117,103.1324,0,0,0
Unknown,China,3/17/2020 11:53,,,0,0,0
Unknown,Malaysia,3/17/2020 11:53,,,0,0,0
Unknown,Ukraine,3/17/2020 11:53,,,0,0,0
W.P. Kuala Lumpur,Malaysia,3/17/2020 11:53,3.139,101.6869,0,0,0
W.P. Labuan,Malaysia,3/17/2020 11:53,5.2831,115.2308,0,0,0
W.P. Putrajaya,Malaysia,3/17/2020 11:53,2.9264,101.6964,0,0,0
Wales,United Kingdom,3/17/2020 11:53,52.1307,-3.7837,0,5,0
,Azerbaijan,3/17/2020 11:53,40.1431,47.5769,28,1,6
,North Macedonia,3/17/2020 11:53,41.6086,21.7453,26,0,1
,Oman,3/17/2020 11:53,21.4735,55.9754,24,0,9
,Tunisia,3/17/2020 11:53,33.8869,9.5375,24,0,0
,Afghanistan,3/17/2020 11:53,33.9391,67.71,26,0,1
,New Zealand,3/17/2020 11:53,-40.9006,174.886,12,0,0
,Kiribati,3/17/2020 11:53,-3.3704,-168.734,0,0,0
,Palau,3/17/2020 11:53,7.515,134.5825,0,0,0
,Summer Olympics 2020,3/17/2020 11:53,35.6491,139.7737,0,0,0
,Tonga,3/17/2020 11:53,-21.179,-175.1982,0,0,0
,Winter Olympics 2022,3/17/2020 11:53,39.9042,116.4074,0,0,0
,Antarctica,3/17/2020 11:53,-71.9499,23.347,0,0,0
,"Korea, North",3/17/2020 11:53,40.3399,127.5101,0,0,0
,Nauru,3/17/2020 11:53,-0.5228,166.9315,0,0,0
,Tuvalu,3/17/2020 11:53,-7.1095,177.6493,0,0,0
,Azerbaijan,3/17/2020 11:53,40.1431,47.5769,28,1,6
,Afghanistan,3/17/2020 11:53,33.9391,67.71,26,0,1
,Afghanistan,3/17/2020 11:53,33.9391,67.71,26,0,1
Liaoning,China,3/17/2020 12:13,41.2956,122.6085,125,1,120
,Jamaica,3/17/2020 12:13,18.1096,-77.2975,12,0,2
,Bangladesh,3/17/2020 12:13,23.685,90.3563,10,0,3
,Uzbekistan,3/17/2020 12:13,41.3775,64.5853,10,0,0
,Paraguay,3/17/2020 12:13,-23.4425,-58.4438,11,0,0
,Honduras,3/17/2020 12:13,15.2,-86.2419,8,0,0
,Liechtenstein,3/17/2020 12:13,47.166,9.5554,19,0,0
,Guatemala,3/17/2020 12:13,15.7835,-90.2308,6,1,0
,Liberia,3/17/2020 12:13,6.4281,-9.4295,5,0,0
,Guatemala,3/17/2020 12:13,15.7835,-90.2308,6,1,0
,Finland,3/17/2020 12:33,61.9241,25.7482,413,4,10
,Senegal,3/17/2020 12:33,14.4974,-14.4524,26,0,2
,Seychelles,3/17/2020 12:33,-4.6796,55.492,8,0,0
,Congo (Kinshasa),3/17/2020 12:33,-4.0383,21.7587,3,0,0
,Nigeria,3/17/2020 12:33,9.082,8.6753,3,0,0
,Seychelles,3/17/2020 12:33,-4.6796,55.492,10,0,0
Curacao,Netherlands,3/17/2020 12:33,12.1696,-68.99,3,0,0
Curacao,Netherlands,3/17/2020 12:33,12.1696,-68.99,3,0,0
New South Wales,Australia,3/17/2020 12:33,-33.8688,151.2093,210,4,4
Queensland,Australia,3/17/2020 12:33,-28.0167,153.4,78,0,8
,Aruba,3/17/2020 12:33,12.5211,-69.9683,3,0,0
Victoria,Australia,3/17/2020 12:53,-37.8136,144.9631,94,0,8
Western Australia,Australia,3/17/2020 12:53,-31.9505,115.8605,31,1,0
,Cote d'Ivoire,3/17/2020 14:33,7.54,-5.5471,5,0,1
Unknown,United Kingdom,3/17/2020 15:13,55.3781,-3.436,1950,2,52
,Iran,3/17/2020 15:13,32.4279,53.688,16169,988,5389
Netherlands,Netherlands,3/17/2020 15:13,52.1326,5.2913,1705,43,2
,Austria,3/17/2020 15:33,47.5162,14.5501,999,3,1
,Belgium,3/17/2020 15:33,50.5039,4.4699,1243,10,1
,Sweden,3/17/2020 15:33,60.1282,18.6435,1190,7,1
,Portugal,3/17/2020 15:33,39.3999,-8.2245,448,1,3
,Czechia,3/17/2020 15:33,49.8175,15.473,396,0,3
,Brazil,3/17/2020 15:33,-14.235,-51.9253,321,1,2
,Singapore,3/17/2020 15:33,1.3521,103.8198,266,0,114
,Pakistan,3/17/2020 15:33,30.3753,69.3451,236,0,2
,Iceland,3/17/2020 15:33,64.9631,-19.0208,220,1,0
,Chile,3/17/2020 15:33,-35.6751,-71.543,201,0,0
,Iraq,3/17/2020 15:33,33.2232,43.6793,154,11,32
,India,3/17/2020 15:33,20.5937,78.9629,142,3,14
,Luxembourg,3/17/2020 15:33,49.8153,6.1296,140,1,0
,Peru,3/17/2020 15:53,-9.19,-75.0152,117,9,1
,Russia,3/17/2020 15:53,61.524,105.3188,114,0,8
,Argentina,3/17/2020 15:53,-38.4161,-63.6167,68,2,3
,Vietnam,3/17/2020 15:53,14.0583,108.2772,66,0,16
,Colombia,3/17/2020 15:53,4.5709,-74.2973,65,0,1
,Brunei,3/17/2020 15:53,4.5353,114.7277,56,0,0
,Albania,3/17/2020 15:53,41.1533,20.1683,55,1,0
,Sri Lanka,3/17/2020 15:53,7.8731,80.7718,44,0,1
,Malta,3/17/2020 15:53,35.9375,14.3754,38,0,2
,Morocco,3/17/2020 15:53,31.7917,-7.0926,38,2,1
,Kazakhstan,3/17/2020 15:53,48.0196,66.9237,33,0,0
,Moldova,3/17/2020 15:53,47.4116,28.3699,30,0,1
,Bosnia and Herzegovina,3/17/2020 15:53,43.9159,17.6791,26,0,2
,Malta,3/17/2020 15:53,35.9375,14.3754,38,0,2
,Cambodia,3/17/2020 15:53,12.5657,104.991,33,0,1
,Cameroon,3/17/2020 15:53,3.848,11.5021,10,0,0
,Cuba,3/17/2020 15:53,21.5218,-77.7812,5,0,0
,Mongolia,3/17/2020 15:53,46.8625,103.8467,4,0,0
,Trinidad and Tobago,3/17/2020 15:53,10.6918,-61.2225,5,0,0
,Cameroon,3/17/2020 15:53,3.848,11.5021,10,0,0
Maryland,US,3/17/2020 16:13,39.0639,-76.8021,60,0,3
,Barbados,3/17/2020 16:13,13.1939,-59.5432,2,0,0
,Puerto Rico,3/17/2020 16:13,18.2,-66.5,0,0,0
,Puerto Rico,3/17/2020 16:13,18.2,-66.5,0,0,0
,Puerto Rico,3/17/2020 16:13,18.2,-66.5,0,0,0
,Puerto Rico,3/17/2020 16:13,18.2,-66.5,0,0,0
,Puerto Rico,3/17/2020 16:13,18.2,-66.5,0,0,0
Denmark,Denmark,3/17/2020 16:33,56.2639,9.5018,977,4,1
,Switzerland,3/17/2020 16:33,46.8182,8.2275,2700,40,4
,Greece,3/17/2020 16:33,39.0742,21.8243,387,5,8
Ontario,Canada,3/17/2020 16:53,51.2538,-85.3232,507,1,5
,Japan,3/17/2020 16:53,36.2048,138.2529,878,29,144
,Slovenia,3/17/2020 16:53,46.1512,14.9955,275,1,0
,Slovenia,3/17/2020 16:53,46.1512,14.9955,275,1,0
Alaska,US,3/17/2020 17:33,61.3707,-152.4044,3,0,0
Hawaii,US,3/17/2020 17:33,21.0943,-157.4983,10,0,0
Montana,US,3/17/2020 17:33,46.9219,-110.4544,9,0,0
Maine,US,3/17/2020 17:53,44.6939,-69.3819,32,0,0
Minnesota,US,3/17/2020 17:53,45.6945,-93.9002,60,0,0
Mississippi,US,3/17/2020 17:53,32.7416,-89.6787,21,0,0
Nebraska,US,3/17/2020 17:53,41.1254,-98.2681,21,0,0
Newfoundland and Labrador,Canada,3/17/2020 17:53,53.1355,-57.6604,3,0,0
Newfoundland and Labrador,Canada,3/17/2020 17:53,53.1355,-57.6604,3,0,0
Newfoundland and Labrador,Canada,3/17/2020 17:53,53.1355,-57.6604,3,0,0
Oklahoma,US,3/17/2020 17:53,35.5653,-96.9289,19,0,0
Oklahoma,US,3/17/2020 17:53,35.5653,-96.9289,19,0,0
,Saudi Arabia,3/17/2020 17:53,23.8859,45.0792,171,0,6
,Saudi Arabia,3/17/2020 17:53,23.8859,45.0792,171,0,6
,Egypt,3/17/2020 18:13,26.8206,30.8025,196,4,32
,Italy,3/17/2020 18:33,41.8719,12.5674,31506,2503,2941
,Guernsey,3/17/2020 18:33,49.45,-2.58,0,0,0
,Jersey,3/17/2020 18:33,49.19,-2.11,0,0,0
,Guernsey,3/17/2020 18:33,49.45,-2.58,0,0,0
,Jersey,3/17/2020 18:33,49.19,-2.11,0,0,0
,Guernsey,3/17/2020 18:33,49.45,-2.58,0,0,0
,Jersey,3/17/2020 18:33,49.19,-2.11,0,0,0
,Guernsey,3/17/2020 18:33,49.45,-2.58,0,0,0
,Jersey,3/17/2020 18:33,49.19,-2.11,0,0,0
,Guernsey,3/17/2020 18:33,49.45,-2.58,0,0,0
,Jersey,3/17/2020 18:33,49.19,-2.11,0,0,0
,Germany,3/17/2020 18:53,51.1657,10.4515,9257,24,67
,Lithuania,3/17/2020 18:53,55.1694,23.8813,0,0,1
France,France,3/17/2020 19:13,46.2276,2.2137,7652,148,12
,Armenia,3/17/2020 19:33,40.0691,45.0382,78,0,1
,Ukraine,3/17/2020 19:33,48.3794,31.1656,14,2,0
,Ghana,3/17/2020 19:33,7.9465,-1.0232,7,0,0
,Ukraine,3/17/2020 19:33,48.3794,31.1656,14,2,0
,Ghana,3/17/2020 19:33,7.9465,-1.0232,7,0,0
Manitoba,Canada,3/17/2020 19:33,53.7609,-98.8139,8,0,0
New Brunswick,Canada,3/17/2020 19:33,46.5653,-66.4619,8,0,0
Nova Scotia,Canada,3/17/2020 19:33,44.682,-63.7443,7,0,0
Quebec,Canada,3/17/2020 19:33,52.9399,-73.5491,128,1,0
,Norway,3/17/2020 19:53,60.472,8.4689,1463,3,1
Georgia,US,3/17/2020 20:13,33.0406,-83.6431,146,1,0
New Jersey,US,3/17/2020 20:13,40.2989,-74.521,267,3,1
Texas,US,3/17/2020 20:13,31.0545,-97.5635,110,1,0
Virginia,US,3/17/2020 20:13,37.7693,-78.17,67,2,0
Wisconsin,US,3/17/2020 20:13,44.2685,-89.6165,72,0,1
Grand Princess,US,3/17/2020 20:53,37.6489,-122.6655,21,0,0
Grand Princess,US,3/17/2020 20:53,37.6489,-122.6655,21,0,0
Michigan,US,3/17/2020 20:53,43.3266,-84.5361,65,0,0
Ohio,US,3/17/2020 20:53,40.3888,-82.7649,67,0,0
Rhode Island,US,3/17/2020 20:53,41.6809,-71.5118,23,0,0
Utah,US,3/17/2020 20:53,40.15,-111.8624,51,0,0
Utah,US,3/17/2020 20:53,40.15,-111.8624,51,0,0
Virgin Islands,US,3/17/2020 20:53,18.3358,-64.8963,2,0,0
Virgin Islands,US,3/17/2020 20:53,18.3358,-64.8963,2,0,0
,Spain,3/17/2020 20:53,40.4637,-3.7492,11748,533,1028
,Israel,3/17/2020 20:53,31.0461,34.8516,382,0,3
,Poland,3/17/2020 20:53,51.9194,19.1451,238,5,13
,Andorra,3/17/2020 20:53,42.5063,1.5218,39,0,1
,Andorra,3/17/2020 20:53,42.5063,1.5218,39,0,1
,Montenegro,3/17/2020 21:33,42.5,19.3,2,0,0
,Republic of the Congo,3/17/2020 21:33,-1.44,15.556,0,0,0
,Republic of the Congo,3/17/2020 21:33,-1.44,15.556,0,0,0
,Republic of the Congo,3/17/2020 21:33,-1.44,15.556,0,0,0
,Republic of the Congo,3/17/2020 21:33,-1.44,15.556,0,0,0
,Republic of the Congo,3/17/2020 21:33,-1.44,15.556,0,0,0
,Turkey,3/17/2020 22:13,38.9637,35.2433,47,1,0
Massachusetts,US,3/17/2020 22:53,42.2302,-71.5301,218,0,1
California,US,3/17/2020 22:53,36.1162,-119.6816,698,12,6
Colorado,US,3/17/2020 22:53,39.0598,-105.3111,160,2,0
Illinois,US,3/17/2020 22:53,40.3495,-88.9861,161,1,2
Louisiana,US,3/17/2020 22:53,31.1695,-91.8678,196,4,0
New York,US,3/17/2020 22:53,42.1657,-74.9481,1706,13,0
Alabama,US,3/17/2020 23:13,32.3182,-86.9023,39,0,0
Arizona,US,3/17/2020 23:13,33.7298,-111.4312,20,0,1
Connecticut,US,3/17/2020 23:13,41.5978,-72.7554,68,0,0
Connecticut,US,3/17/2020 23:13,41.5978,-72.7554,68,0,0
Indiana,US,3/17/2020 23:13,39.8494,-86.2583,30,2,0
Kansas,US,3/17/2020 23:13,38.5266,-96.7265,18,1,0
Kansas,US,3/17/2020 23:13,38.5266,-96.7265,18,1,0
New Hampshire,US,3/17/2020 23:13,43.4525,-71.5639,26,0,0
New Hampshire,US,3/17/2020 23:13,43.4525,-71.5639,26,0,0
New Mexico,US,3/17/2020 23:13,34.8405,-106.2485,23,0,0
New Mexico,US,3/17/2020 23:13,34.8405,-106.2485,23,0,0
North Carolina,US,3/17/2020 23:13,35.6301,-79.8064,64,0,0
Oregon,US,3/17/2020 23:13,44.572,-122.0709,66,1,0
Pennsylvania,US,3/17/2020 23:13,40.5908,-77.2098,112,0,0
South Carolina,US,3/17/2020 23:13,33.8569,-80.945,47,1,0
South Carolina,US,3/17/2020 23:13,33.8569,-80.945,47,1,0
Tennessee,US,3/17/2020 23:13,35.7478,-86.6923,74,0,0
Delaware,US,3/17/2020 23:33,39.3185,-75.5071,16,0,0
Florida,US,3/17/2020 23:33,27.7663,-81.6868,216,6,0
Idaho,US,3/17/2020 23:33,44.2405,-114.4788,8,0,0
Kentucky,US,3/17/2020 23:33,37.6681,-84.6701,26,1,1
Missouri,US,3/17/2020 23:33,38.4561,-92.2884,11,0,0
Nevada,US,3/17/2020 23:33,38.3135,-117.0554,56,1,0
North Dakota,US,3/17/2020 23:33,47.5289,-99.784,3,0,0
South Dakota,US,3/17/2020 23:33,44.2998,-99.4388,11,1,0
South Dakota,US,3/17/2020 23:33,44.2998,-99.4388,11,1,0
South Dakota,US,3/17/2020 23:33,44.2998,-99.4388,11,1,0
